69729074;1;54;3;5;10;2;10;0;2;0;24;37;1;1;20
86320549;2;16;1;3;10;0;0;0;0;0;7;27;11;0;19
27260256;2;75;2;1;7;3;7;0;2;1;12;47;11;0;5
36503173;1;16;2;1;1;0;0;0;0;1;9;5;7;1;41
11353832;2;46;2;3;10;1;1;0;1;0;12;33;11;0;5
